Raster,Red,Green,Blue,NIR,FC,c_depth,CH,vol_cd,VOL_CH,BNDVI,GBNDVI,GNDVI,NDVI,NDVIf,EVI,EVI2,SAVI,OSAVI,TSAVIm,TSAVIg,MSR,SR,LAI
BAR_190627_1041_0185,0.047277307,0.055531488,0.00681152,0.318751587,0.168402778,1.785731201,2.083052254,1.082599541,1.262850429,0.958155458,0.672821349,0.703264765,0.741674453,0.374379205,0.437486623,0.473870678,0.470205351,0.516082449,-4.115219908,12.89606735,2.063690852,6.742168839,1.42
BAR_190627_1041_0186,0.044780182,0.053893933,0.007967645,0.333313843,0.248263889,1.419224091,1.82136404,1.268431531,1.627844111,0.953307486,0.68691586,0.721627837,0.763126741,0.414977646,0.467719212,0.500653124,0.492886273,0.536214207,-5.777223133,8.067312558,2.217449063,7.443333831,1.36
BAR_190627_1041_0187,0.045579869,0.052359183,0.008053802,0.304183142,0.204861111,1.620100784,2.020221553,1.194824328,1.489913395,0.948412241,0.668603255,0.706294714,0.739367128,0.390009238,0.426102762,0.457356887,0.45648599,0.507300976,-2.995515722,169.8959403,2.048144252,6.673629131,1.4
BAR_190627_1041_0188,0.041640771,0.051245605,0.007219898,0.310769385,0.282986111,2.213020935,2.128251786,2.254515078,2.168156507,0.954590305,0.683315388,0.716886831,0.763680071,0.43121502,0.446622811,0.476939166,0.473589993,0.525221075,-3.313830867,48.66989985,2.221653279,7.463103437,1.53
BAR_190627_1041_0189,0.04253454,0.0532474,0.00653009,0.326119946,0.387152778,2.199646606,2.325293369,3.065757458,3.240877633,0.960738982,0.690189755,0.719283167,0.76924442,0.481669281,0.462663762,0.496402539,0.489697707,0.536428639,-4.651832219,11.3938437,2.264661241,7.667179376,1.57
BAR_190627_1041_0190,0.040138281,0.05395528,0.005956238,0.346580176,0.482638889,2.057793503,2.454261,3.575416211,4.264278488,0.966209234,0.705226363,0.730584253,0.792416004,0.537659113,0.496587688,0.530943474,0.51838646,0.560511339,-8.057502773,6.609835713,2.459638615,8.634654125,1.68
BAR_190627_1041_0191,0.028740799,0.049262595,0.003380566,0.363295337,0.713541667,1.514196777,2.138516665,3.889592972,5.493314682,0.981561011,0.746870457,0.761184596,0.853376787,0.694857395,0.553756728,0.583957246,0.562568922,0.606037388,-11.62011787,6.23601235,3.15176956,12.64040494,2.4
BAR_190627_1041_0192,0.032987573,0.050960556,0.003970744,0.330631372,0.491319444,1.069203186,1.850883801,1.891153135,3.273750723,0.976265877,0.715059035,0.732905482,0.818559656,0.554778442,0.496478047,0.527811519,0.516970709,0.568435885,-4.650815329,14.60617366,2.717680534,10.0229068,1.55
BAR_190627_1041_0193,0.027302795,0.048659985,0.003225681,0.361072363,0.723958333,1.098988647,1.822484937,2.864239162,4.749851366,0.982290977,0.748712155,0.762479162,0.859399888,0.704982211,0.556024423,0.584904292,0.563561854,0.608651874,-10.1964943,6.72184357,3.241286775,13.22473973,3.13
BAR_190627_1041_0194,0.031499481,0.052482977,0.003706141,0.358635986,0.734375,1.325814667,1.907492428,3.505122525,5.042933106,0.979543415,0.729094898,0.744682285,0.838520289,0.695475838,0.538111234,0.570228317,0.551269751,0.594647181,-10.31939466,6.389588618,2.9510026,11.38545692,2.38
BAR_190627_1041_0195,0.030491693,0.052272101,0.003546466,0.368369604,0.710069444,1.29061676,1.922468481,3.299139093,4.914310055,0.980928677,0.736821673,0.751464963,0.847106283,0.688483455,0.553999472,0.585963007,0.563843241,0.60458277,-15.92626642,5.521316421,3.063783563,12.08098229,2.76
BAR_190627_1041_0196,0.02909147,0.0499263,0.003621408,0.374783838,0.727430556,1.442443237,2.031571264,3.777398228,5.320177248,0.980859629,0.749970746,0.764892356,0.855938356,0.704406548,0.567761635,0.598247892,0.573683722,0.613065269,-22.9379543,5.161930469,3.189211371,12.88294588,2.21
BAR_190627_1041_0197,0.029685587,0.050747595,0.003530993,0.36485896,0.720486111,1.102672729,1.826659079,2.860057392,4.737896985,0.980830135,0.740998685,0.755790208,0.849519722,0.695921327,0.552547933,0.583476697,0.562029093,0.604411991,-12.85320168,5.943583386,3.097053237,12.2907782,2.37
BAR_190627_1041_0198,0.031807544,0.053686401,0.003981795,0.378654468,0.704861111,1.109235382,1.83945629,2.814684782,4.667620336,0.979187571,0.735662613,0.751647808,0.845015894,0.684160509,0.563196209,0.595959956,0.571435578,0.608010554,-43.3023173,4.678459917,3.035542338,11.90454907,2.84
BAR_190627_1041_0199,0.030578162,0.048742729,0.003868654,0.356359424,0.711805556,1.327938919,1.931880587,3.40284348,4.950444005,0.978521087,0.74271326,0.759355862,0.841947835,0.68576148,0.539082528,0.56964844,0.550965368,0.595646141,-9.242463766,6.836471333,2.995021588,11.65404998,2.41
BAR_190627_1041_0200,0.031697884,0.050641028,0.004019528,0.353789636,0.638888889,1.374968109,1.986149261,3.162426651,4.5681433,0.977532561,0.732351426,0.749568802,0.835543918,0.642153059,0.53191516,0.563150809,0.54561766,0.590465851,-8.645499055,7.021739454,2.913797123,11.16130151,2.42
BAR_190627_1041_0201,0.028700266,0.046280905,0.003088052,0.34631731,0.701388889,1.538176727,2.027366066,3.883896236,5.119099317,0.98232396,0.750464138,0.764232727,0.846939091,0.683617001,0.531004841,0.561082364,0.544475425,0.593657216,-6.494011214,9.278804527,3.061505414,12.06669358,2.19
BAR_190627_1041_0202,0.030713849,0.048825583,0.003619214,0.352138831,0.680555556,1.252050552,1.845930736,3.067523853,4.522530303,0.979653506,0.740746814,0.75645927,0.83955265,0.667195554,0.532415203,0.563566496,0.546113167,0.592103519,-8.010238199,7.480419415,2.964126,11.46514825,2.17
BAR_190627_1041_0203,0.031454675,0.049567824,0.003651461,0.346666736,0.694444444,1.257126007,1.844572986,3.142815018,4.611432466,0.979153459,0.733827729,0.749805651,0.833626585,0.670574017,0.522563355,0.554108739,0.538442731,0.585763833,-6.856553561,8.418087524,2.89031108,11.02115131,2.11
BAR_190627_1041_0204,0.031417899,0.050459431,0.003573894,0.358590564,0.659722222,1.410762863,2.044566352,3.3505618,4.855845087,0.980263698,0.738098901,0.753284772,0.838886067,0.655515114,0.538008961,0.57038728,0.551409362,0.594850239,-10.27849046,6.40731507,2.955639284,11.41357571,2.1
BAR_190627_1041_0205,0.029405655,0.049917267,0.00359657,0.357360034,0.680555556,1.412871399,2.125501275,3.461534927,5.207478124,0.980072008,0.739512095,0.754873317,0.847940726,0.672904105,0.544116828,0.57417652,0.554748086,0.599807899,-9.329283422,6.891363522,3.075204748,12.15276569,2.37
BAR_190627_1041_0206,0.032746283,0.052886957,0.004084482,0.352195166,0.578125,1.500093079,2.010464115,3.12206872,4.18427844,0.977071482,0.721524493,0.73888279,0.829863565,0.606327373,0.526087984,0.558170174,0.541474608,0.586207718,-8.366979717,7.079034553,2.845267024,10.75527157,1.91
BAR_190627_1041_0207,0.032699594,0.050294945,0.004371902,0.332719653,0.524305556,1.648493195,2.013063411,3.111530905,3.799657187,0.974061041,0.717765865,0.737373223,0.821029711,0.573178772,0.501327541,0.531498618,0.520013959,0.571010789,-4.862398044,13.31584279,2.744627446,10.17503924,1.62
BAR_190627_1041_0208,0.032504535,0.05031591,0.004350863,0.32328208,0.510416667,1.507795944,1.975003428,2.770575047,3.6290688,0.973440627,0.710718672,0.730641429,0.817280732,0.564028707,0.489301148,0.518766512,0.509667141,0.563755508,-3.957126888,25.88811827,2.703921536,9.945753137,1.54
BAR_190627_1041_0209,0.032305357,0.048153889,0.004330781,0.314764478,0.454861111,1.392655258,1.900454561,2.280472985,3.111994343,0.972855876,0.71417404,0.734629637,0.81383944,0.533725579,0.478382398,0.507181751,0.500181523,0.557041852,-3.351559877,313.7123288,2.667533564,9.743414197,1.75
BAR_190627_1041_0210,0.036727002,0.054487451,0.004717278,0.317087402,0.473958333,1.311828918,1.815816698,2.238308092,3.098237241,0.970682351,0.685325711,0.706721536,0.79239397,0.533374225,0.466623447,0.498779488,0.492543343,0.545645272,-3.617865427,34.47016422,2.459439692,8.633631538,1.34
BAR_190627_1041_0211,0.034031683,0.051538022,0.004451304,0.332981348,0.548611111,1.056234741,1.951555538,2.086063614,3.854322188,0.973616637,0.712115438,0.731935367,0.81454782,0.582286651,0.496994805,0.528307537,0.517206178,0.567252889,-4.967468701,12.35527298,2.674949652,9.784451278,1.29
BAR_190627_1041_0212,0.03602747,0.052289102,0.004905953,0.323529773,0.472222222,1.383057404,1.901278855,2.351197586,3.232174053,0.970125339,0.699546491,0.721732432,0.79960092,0.535922657,0.478245912,0.509757409,0.501715804,0.553360205,-4.104316759,19.04196005,2.526041151,8.980085734,1.48
BAR_190627_1041_0213,0.033693591,0.050678961,0.004612675,0.331168091,0.442708333,1.45023468,1.855995045,2.311311522,2.957992103,0.972525674,0.713855637,0.734558845,0.815307592,0.528130965,0.496209443,0.526677777,0.515934234,0.566767416,-4.743939489,13.69186921,2.682946191,9.82881545,1.52
BAR_190627_1041_0214,0.033357317,0.050640919,0.004671006,0.320852295,0.506944444,1.276245346,1.803221781,2.329147757,3.290879751,0.971301554,0.705916072,0.727365575,0.811652109,0.559379194,0.483684407,0.51305046,0.504843848,0.559100748,-3.795488384,31.2079933,2.64487127,9.618648253,1.37
BAR_190627_1041_0215,0.034655074,0.052549344,0.004611138,0.315284485,0.427083333,1.55597496,1.779268581,2.392311502,2.735625443,0.971170984,0.693052736,0.714276721,0.801936805,0.514368844,0.471287608,0.50167699,0.49526359,0.550318968,-3.439964212,72.34394523,2.548315836,9.097787209,1.72
BAR_190627_1041_0216,0.035338049,0.049658582,0.005260125,0.327520483,0.477430556,1.356457672,1.827246413,2.331411624,3.140579773,0.96838683,0.712797705,0.736684317,0.805224096,0.541209421,0.486938961,0.517198639,0.507932221,0.558817378,-4.446032035,15.28573788,2.58026402,9.268210604,1.15
BAR_190627_1041_0217,0.037785515,0.050297359,0.005590079,0.316087402,0.361111111,1.272600555,1.720040988,1.654380722,2.236053284,0.9652442,0.699509581,0.72543968,0.786445851,0.475661002,0.463566097,0.4945751,0.488893397,0.541577262,-3.576070818,34.7402669,2.406743551,8.365306223,1.22
BAR_190627_1041_0218,0.033096848,0.047329451,0.005030456,0.304412402,0.211805556,1.324800949,1.856550528,1.010160724,1.415619777,0.967487013,0.706479985,0.730885304,0.803875908,0.406723717,0.462912071,0.490148078,0.48593294,0.54534776,-2.804954498,-25.13316975,2.567074889,9.197625303,0.91
BAR_190627_1041_0219,0.037084277,0.053256912,0.005485197,0.335585242,0.395833333,0.979197159,1.674443676,1.395355951,2.386082239,0.9678354,0.702064241,0.726074389,0.800980357,0.498304725,0.49194203,0.523837537,0.513082486,0.560386795,-5.504879125,9.825062157,2.539153124,9.049259302,0.97
BAR_190627_1041_0220,0.036665771,0.052943909,0.005232967,0.318711804,0.427083333,1.217128372,1.77908743,1.871334872,2.735346924,0.967692229,0.691278202,0.715091646,0.793651744,0.510830432,0.470246266,0.501251327,0.494599182,0.547260971,-3.735480331,28.1657242,2.470839704,8.69235233,1.52
BAR_190627_1041_0221,0.040049176,0.052114667,0.005758307,0.288589966,0.210069444,1.233189392,1.740711331,0.932599478,1.316412944,0.960874195,0.665921132,0.694077146,0.756272635,0.395848939,0.418222337,0.448724193,0.449907765,0.508638724,-2.224766749,-10.57147884,2.166412922,7.205890219,0.93
BAR_190627_1041_0222,0.044145648,0.05464769,0.006591449,0.286438684,0.1875,1.244764252,1.720508022,0.84021587,1.161342915,0.955011801,0.647724791,0.679566855,0.73292353,0.381173162,0.403317121,0.435031389,0.437570924,0.493886616,-2.176851304,-10.92608445,2.005653239,6.488491976,1.19
BAR_190627_1041_0223,0.038336221,0.050481726,0.005362628,0.298516809,0.239583333,1.314317245,1.907557795,1.133598624,1.645268598,0.964705554,0.684816735,0.710705227,0.772386068,0.413175829,0.437039014,0.467774444,0.466355343,0.523657041,-2.603170891,-20.29799215,2.289549352,7.786808372,1.22
BAR_190627_1041_0224,0.040784338,0.053328149,0.005871286,0.318920068,0.342013889,1.174334717,1.810709567,1.44589962,2.229436154,0.963845799,0.686874468,0.7134807,0.773234147,0.461852651,0.457583072,0.490780708,0.485287259,0.535180626,-3.885238599,19.20702672,2.296345299,7.819670026,1.32
BAR_190627_1041_0225,0.030733398,0.045104156,0.004353645,0.312543188,0.439236111,1.223102417,1.761274366,1.934030697,2.785015092,0.972523266,0.726753225,0.747773011,0.8209409,0.528816055,0.48113685,0.50820369,0.50127644,0.55995013,-3.186977498,-84.80203291,2.74364989,10.16949652,1.85
BAR_190627_1041_0226,0.037600885,0.04909455,0.005651429,0.303391113,0.256944444,1.273373871,1.827666124,1.177870831,1.690591165,0.963426205,0.694273617,0.721438034,0.779461775,0.423195039,0.446973488,0.476793717,0.47406556,0.530527891,-2.820944371,-35.15863486,2.34729613,8.06872267,1.39
BAR_190627_1041_0227,0.04300853,0.05428356,0.006417308,0.299457104,0.215277778,1.276240692,1.760190719,0.989086536,1.364147808,0.958039591,0.662920871,0.69308838,0.748830099,0.396623146,0.424758566,0.457069713,0.456603625,0.510380327,-2.706252961,-36.87982745,2.113072964,6.962737551,1.23
BAR_190627_1041_0228,0.037767062,0.047590732,0.005713543,0.285782629,0.319444444,1.189371033,1.883391331,1.367776688,2.165900031,0.960798506,0.685601101,0.714489894,0.766545521,0.449035375,0.421929099,0.450471008,0.451731516,0.51290606,-2.113580451,-8.466123323,2.243633122,7.566980628,1.31
BAR_190627_1041_0229,0.044560776,0.055250555,0.006752632,0.309069678,0.203125,1.190267334,1.764779344,0.870382988,1.290494895,0.957237776,0.665816645,0.696692358,0.747981118,0.390996165,0.433396753,0.466995055,0.464795218,0.514979009,-3.271755893,40.90768209,2.107119141,6.935913311,1.12
BAR_190627_1041_0230,0.041164276,0.053391931,0.006379181,0.299930688,0.282986111,1.1347052,1.78194675,1.155980923,1.815358251,0.958348188,0.667662983,0.697772358,0.758634513,0.429787197,0.431544195,0.462504104,0.461481325,0.516401941,-2.703801894,-31.42722769,2.183785657,7.28618882,1.3
BAR_190627_1041_0231,0.035491843,0.049522417,0.005745211,0.327541919,0.565972222,1.20816803,1.824339569,2.461642361,3.717091871,0.965523955,0.711252615,0.737326435,0.804470843,0.585516484,0.487594025,0.516821437,0.507599046,0.558377102,-4.455162282,15.13437591,2.572880068,9.228653529,1.28
BAR_190627_1041_0232,0.043091653,0.051741287,0.007120096,0.300721643,0.170138889,1.19780983,1.752504529,0.733658521,1.073409024,0.953741842,0.672613117,0.706401537,0.749331082,0.376448691,0.427709306,0.458696594,0.457974514,0.511360044,-2.769516491,-48.58500141,2.116598591,6.978651758,1.39
BAR_190627_1041_0233,0.036730548,0.04987457,0.006069025,0.316785449,0.338541667,1.269972534,1.837838843,1.547779026,2.23986609,0.962403957,0.699816282,0.72795196,0.792198665,0.466629756,0.469370671,0.498340049,0.49217865,0.545367433,-3.596415357,36.0179815,2.457677748,8.624577243,1.36
BAR_190627_1041_0234,0.040182491,0.051941574,0.006571935,0.291097156,0.263888889,1.272357407,1.805137237,1.208739536,1.714880375,0.95584402,0.665264735,0.697167873,0.757410448,0.420705535,0.423012725,0.452087049,0.452762196,0.510736944,-2.318145705,-12.40786716,2.174754523,7.244378132,1.15
BAR_190627_1041_0235,0.042709543,0.053239301,0.006982263,0.282560754,0.173611111,1.108997421,1.760980537,0.693123388,1.100612836,0.951770463,0.648630864,0.68291071,0.737390452,0.375935842,0.403395748,0.432924527,0.43595028,0.494263121,-2.036332701,-8.39764894,2.034966442,6.615869325,1.16
BAR_190627_1041_0236,0.03528909,0.049640523,0.005065556,0.34258219,0.447916667,1.306482315,2.123979902,2.106702733,3.424917592,0.970858112,0.724602598,0.746875838,0.813221635,0.529880524,0.506641201,0.538251009,0.52506519,0.571313456,-6.488001913,8.379432818,2.66109658,9.707878278,1.62
BAR_190627_1041_0237,0.036454935,0.048041934,0.005421965,0.331409473,0.512152778,1.390561981,2.040322013,2.563848653,3.761843711,0.967806061,0.722174079,0.746782153,0.801802327,0.556999456,0.488505386,0.519688252,0.5097937,0.558769513,-4.922611509,11.87535668,2.547023988,9.090935849,1.68
BAR_190627_1041_0238,0.037188736,0.05000014,0.005391547,0.328992163,0.449652778,1.325293274,1.977311983,2.145318487,3.200773773,0.967752332,0.711789725,0.736141658,0.796883256,0.523424936,0.4825788,0.514374104,0.50532763,0.554568643,-4.688770103,12.82796979,2.500557447,8.846554059,1.28
BAR_190627_1041_0239,0.036865364,0.050159215,0.005564711,0.34083739,0.510416667,1.423775406,1.906179068,2.616187308,3.502604038,0.967871377,0.718964389,0.743428899,0.804791659,0.557654076,0.499857228,0.531674583,0.519490268,0.565316104,-6.329295248,8.378688382,2.576020286,9.24546383,1.4
BAR_190627_1041_0240,0.036207446,0.051043507,0.005746407,0.357886975,0.520833333,1.424845963,1.926911452,2.67158618,3.612958972,0.968394501,0.726100412,0.750356065,0.816249892,0.568880152,0.524922445,0.556621856,0.539673754,0.580550023,-11.41581918,5.823431826,2.692925463,9.884347331,1.57
BAR_190627_1041_0241,0.040755695,0.046198344,0.006113217,0.286742004,0.232638889,1.485916519,1.97174444,1.244455085,1.651335968,0.95825093,0.691425979,0.722482754,0.751108513,0.404945383,0.413999311,0.444161103,0.445897874,0.504589684,-2.164618973,-9.780142608,2.129181389,7.035630416,1.42
BAR_190627_1041_0242,0.04259631,0.047102563,0.006076201,0.27897522,0.248263889,1.426797943,1.942041359,1.275200662,1.735699465,0.957367686,0.679794512,0.71109615,0.735074119,0.408013193,0.396880178,0.427848646,0.431573333,0.490849011,-1.924242291,-7.099441092,2.019686379,6.54928131,1.16
BAR_190627_1041_0243,0.03925881,0.045554863,0.005816914,0.287888525,0.284722222,1.695390625,2.137053323,1.737775391,2.190479656,0.960389469,0.69715421,0.726761036,0.759993091,0.430970255,0.420035264,0.449728629,0.450880461,0.510378887,-2.194395311,-9.876365949,2.193879501,7.333093445,1.33
BAR_190627_1041_0244,0.039307191,0.049084291,0.005960373,0.317454797,0.336805556,1.717810822,2.001742396,2.082845621,2.427112656,0.963141044,0.704457753,0.732174316,0.779644734,0.461547011,0.460938121,0.49254351,0.486974696,0.538250901,-3.720942125,24.82212201,2.348821594,8.076252348,1.43
BAR_190627_1041_0245,0.039503542,0.049416234,0.006071657,0.320550537,0.423611111,1.515099487,1.953650141,2.310526718,2.979316465,0.96282153,0.704881807,0.732861231,0.780568843,0.503574301,0.464683546,0.496423501,0.490167425,0.540418789,-3.976580316,18.59692129,2.356552194,8.114475928,1.25
BAR_190627_1041_0246,0.03908353,0.04644581,0.005823879,0.280323364,0.168402778,1.630849609,1.941782594,0.988702576,1.177205697,0.959294531,0.685683821,0.715727103,0.755274351,0.376669465,0.409952385,0.438897551,0.441611798,0.503204768,-1.949691803,-6.898025618,2.159135958,7.172416787,1.06
BAR_190627_1041_0247,0.039172375,0.040965738,0.005779939,0.243926758,0.166666667,1.802275467,1.897739708,1.08136528,1.138643825,0.953706175,0.678361816,0.712412657,0.723260364,0.370543394,0.356563017,0.382592478,0.392200119,0.462096102,-1.157827603,-2.438047941,1.944347927,6.22700959,1.05
BAR_190627_1041_0248,0.042243805,0.045009589,0.00661375,0.250273779,0.130208333,1.347993164,1.777692754,0.631871796,0.833293479,0.948508597,0.658007081,0.695143083,0.711170834,0.353537869,0.357652816,0.384767882,0.393738849,0.459716885,-1.260285655,-2.877598646,1.871407701,5.92450845,0.87
BAR_190627_1041_0249,0.046260086,0.049960687,0.006851957,0.297101025,0.189236111,1.587507629,1.898500028,1.081489573,1.293353144,0.954914363,0.678946313,0.712093351,0.730545571,0.38147477,0.411681173,0.44534558,0.446145078,0.49833198,-2.636910596,-38.16355677,1.99030506,6.422405376,1.1
BAR_190627_1041_0250,0.043276889,0.048794225,0.006587689,0.285725806,0.229166667,1.526528549,1.952024287,1.259386053,1.610420037,0.954927234,0.675281969,0.708273226,0.736920762,0.400127675,0.405167519,0.436187756,0.438687808,0.495802823,-2.145867357,-10.12322772,2.031854024,6.602272299,1
BAR_190627_1041_0251,0.035281075,0.052134708,0.005273689,0.343317834,0.517361111,1.301458054,2.032754977,2.423965625,3.786006144,0.96974287,0.713478217,0.736328878,0.813622947,0.565728538,0.508160006,0.539282907,0.52589997,0.571922362,-6.627022045,8.210705958,2.665274633,9.73093476,1.52
BAR_190627_1041_0252,0.037869159,0.051652014,0.00552606,0.333096582,0.418402778,1.212968445,1.91816771,1.82703372,2.889240114,0.967361542,0.706985459,0.73150252,0.795834738,0.507458632,0.485933926,0.518312918,0.508448397,0.556019721,-5.21971738,10.44032006,2.490846496,8.795985741,1.53
BAR_190627_1041_0253,0.039276086,0.051745734,0.00550762,0.319040894,0.418402778,0.869776917,2.043530273,1.31010148,3.078067474,0.966059803,0.695699021,0.720886732,0.780774629,0.50115744,0.462149147,0.49487744,0.488918687,0.539756207,-3.844079257,21.39854764,2.358279543,8.123031661,1.24
BAR_190627_1041_0254,0.036417667,0.051896979,0.005053341,0.339285645,0.505208333,1.143395996,1.814956605,2.079551468,3.300952326,0.970649036,0.712543411,0.734666237,0.806136036,0.555704143,0.498173652,0.530718644,0.518785256,0.565365141,-6.01852398,8.905267556,2.589254792,9.31651245,1.56
BAR_190627_1041_0255,0.038861147,0.051697876,0.00564384,0.323613525,0.395833333,1.111984711,1.800688174,1.584578213,2.565980648,0.965717758,0.69895825,0.724506765,0.785578693,0.492208232,0.470058565,0.50242844,0.495236071,0.545007048,-4.224080507,15.7310532,2.399223592,8.32743123,1.57
BAR_190627_1041_0256,0.035770267,0.051137424,0.005090575,0.34639082,0.487847222,1.352249146,1.972946,2.374887562,3.464986413,0.971033604,0.720688673,0.742723067,0.812800058,0.550168084,0.5099386,0.54219382,0.528169784,0.572930373,-7.338772151,7.470826919,2.656720509,9.683763976,1.69
BAR_190627_1041_0257,0.037825244,0.052367398,0.005266644,0.338303455,0.378472222,1.58702652,1.998383356,2.162323633,2.722797323,0.969341664,0.70887303,0.731910391,0.798870736,0.488808716,0.49234345,0.525648251,0.514441904,0.560459105,-5.982498374,8.753998759,2.519149133,8.943853828,1.63
BAR_190627_1041_0258,0.036889427,0.05179928,0.005197822,0.340878601,0.472222222,1.271660233,1.985662068,2.161822395,3.375625516,0.969961419,0.713492924,0.736174191,0.804697992,0.538329607,0.498921495,0.531667765,0.51948094,0.565279373,-6.339178847,8.362362847,2.575102744,9.240550127,1.36
BAR_190627_1041_0259,0.03798243,0.051028943,0.005258218,0.326910803,0.395833333,1.12176445,1.921620762,1.598514341,2.738309586,0.968340106,0.706224113,0.729962549,0.791816202,0.494677247,0.476663477,0.509369516,0.501093712,0.550451703,-4.507744394,13.68909858,2.454233717,8.606895543,1.29
BAR_190627_1041_0260,0.040876118,0.053037625,0.005821812,0.321761328,0.340277778,1.386249924,1.904270482,1.698156157,2.332731341,0.964455971,0.690718727,0.716980933,0.774562065,0.461482925,0.460964962,0.494563576,0.488418183,0.537437973,-4.135210915,15.62711138,2.307053803,7.871621381,1.36
BAR_190627_1041_0261,0.03646515,0.053106244,0.005347132,0.352604163,0.506944444,1.374595795,1.954573622,2.508637325,3.56709686,0.970123687,0.715595162,0.738206154,0.812551907,0.559835342,0.516131314,0.548806518,0.53337632,0.575772502,-9.236087116,6.392198295,2.654150822,9.669620397,1.41
BAR_190627_1041_0262,0.037765445,0.054216052,0.005640582,0.351307666,0.442708333,1.062853699,1.92627362,1.693923082,3.069998582,0.968395518,0.708843232,0.732612176,0.805869674,0.52395272,0.510456897,0.543609983,0.528992864,0.571039111,-9.071585349,6.356451665,2.586622904,9.302357394,1.57
BAR_190627_1041_0263,0.035871896,0.051834637,0.00517024,0.335484692,0.498263889,1.24780899,1.958319597,2.238257377,3.512735778,0.969645297,0.709521569,0.732341593,0.806806194,0.552523225,0.495411425,0.526902068,0.515769548,0.563863895,-5.402981231,10.32695788,2.595897992,9.352298774,1.49
BAR_190627_1041_0264,0.037748701,0.052795428,0.005429423,0.343005408,0.461805556,1.408402634,1.923945159,2.341469378,3.198558826,0.968835358,0.709768391,0.733222249,0.801716118,0.53169529,0.499184508,0.5323246,0.519878425,0.564501871,-6.847108715,7.686016979,2.546196436,9.086548525,1.69
BAR_190627_1041_0265,0.038360924,0.050715013,0.00551603,0.321119946,0.381944444,1.578508682,2.031000655,2.170449438,2.7926259,0.966225213,0.701969546,0.727217617,0.786575994,0.485844998,0.46817035,0.500215453,0.493482227,0.544310751,-3.98367076,19.34226442,2.407875629,8.371017034,1.33
BAR_190627_1041_0266,0.033973869,0.042921434,0.005871234,0.258671667,0.243055556,1.448900375,2.013773866,1.267787828,1.762052132,0.955612237,0.682612504,0.715368596,0.767815565,0.413705172,0.396018446,0.41914695,0.425217429,0.49641006,-1.421895862,-3.297547134,2.253488563,7.613841833,1.43
BAR_190627_1041_0267,0.032703311,0.044532819,0.005633905,0.279243335,0.366319444,1.572396851,2.16896596,2.073598347,2.860323859,0.960446787,0.695414743,0.724916007,0.790327535,0.47961651,0.430048999,0.453955851,0.455461005,0.522389609,-1.893863301,-5.807647969,2.440907996,8.538686912,1.25
BAR_190627_1041_0268,0.035741818,0.045508228,0.005994128,0.280258386,0.284722222,1.569429855,2.076516991,1.608665602,2.128429915,0.95812,0.689521099,0.720608401,0.773786107,0.434897433,0.421652018,0.447492006,0.449478873,0.513690048,-1.933906134,-6.389367903,2.300786332,7.841189958,1.04
BAR_190627_1041_0269,0.034501031,0.045402588,0.006019832,0.285406616,0.348958333,1.519363403,2.03605628,1.908700275,2.557795702,0.958687125,0.694667534,0.725505897,0.784306304,0.469002721,0.433413623,0.458456215,0.459025328,0.522820559,-2.082909135,-7.619004474,2.388262047,8.272408211,1.38
BAR_190627_1041_0270,0.033967809,0.046692209,0.005645835,0.283710046,0.319444444,1.662628326,2.115408926,1.912022575,2.432720265,0.960976534,0.688508608,0.71736144,0.786149346,0.455297708,0.432028232,0.457325374,0.458142965,0.522825656,-2.027794638,-7.018370555,2.404167731,8.352321172,1.29
BAR_190627_1041_0271,0.03685614,0.045985413,0.00603689,0.264549512,0.230902778,1.705713196,2.141358318,1.417874094,1.780004102,0.955379209,0.671339646,0.703830977,0.755438294,0.405161967,0.395188561,0.420718139,0.426176252,0.493477639,-1.543364556,-3.948339758,2.160328359,7.177895209,1.16
BAR_190627_1041_0272,0.032643906,0.045040881,0.005563694,0.282148022,0.446180556,1.661654358,2.186333103,2.669032312,3.511797547,0.96132452,0.695842641,0.724679652,0.79260011,0.519788591,0.434287649,0.458480941,0.459327299,0.525502019,-1.975453612,-6.426919596,2.461301776,8.643206655,1.37
BAR_190627_1041_0273,0.032275682,0.046077892,0.005727543,0.280935437,0.333333333,1.507578812,2.072055974,1.809094574,2.486467169,0.960039883,0.688613939,0.71818952,0.793904622,0.464634874,0.434223999,0.457634516,0.458662731,0.525473187,-1.939274809,-6.108625033,2.473142845,8.704244775,1.37
BAR_190627_1041_0274,0.035806729,0.04762821,0.00611795,0.288557544,0.397569444,1.885126953,2.354573479,2.698087952,3.369983291,0.958476696,0.685973831,0.716655392,0.779219032,0.490522844,0.433530891,0.459716214,0.459901326,0.52181969,-2.194042227,-9.122369947,2.345274775,8.058751832,1.4
BAR_190627_1041_0275,0.033335727,0.046991922,0.005817055,0.294671533,0.411458333,1.478529663,2.214401789,2.190072063,3.28008265,0.961282691,0.696046396,0.724922749,0.796737872,0.504386937,0.450250454,0.47526756,0.47343028,0.535516226,-2.394554237,-11.61499509,2.499206976,8.83951125,1.47
BAR_190627_1041_0276,0.03316713,0.042386566,0.005708159,0.238307068,0.277777778,1.517716904,2.012599306,1.517716904,2.012599306,0.953214734,0.664145085,0.697986979,0.755651698,0.426569916,0.367766469,0.389139285,0.398859623,0.475439643,-1.084519643,-2.113786813,2.161882064,7.185037456,0.98
